Filename,Page No.,यादी भाग क्रमांक (Yadi Bhag No.),यादी भागाच्या हद्दीचा तपशील (Content)
111-BNCMC.Ward_No..pdf,1,0111,"meet भागाच्या हद्दीचा तपशील रामनगर,गायत्रीनगर,नांगाव भिवंडी, | मंदिरा मूळ गांव/शहर | ईबाबा मंदिरा समोर नगरे किराणा 4 | मंडळ भिवंडी |   "
112-BNCMC.Ward_No..pdf,1,0112,"nee भागाच्या हद्दीचा तपशील रामनगर गायत्रीनगर नागांव भिवंडी, | मंदिर मंदिर नागांव भिवंडी मूळ गांव/शहर | [मंदिर जवळ रामनगर गायत्रीनगर,, हनुमान मंदिर नागांव भिवंडी 4 | मंडळ भिवंडी |   "
113-BNCMC.Ward_No..pdf,1,0113,"ae भागाच्या हद्दीचा तपशील हनुमान मंदिर नागांव भिवंडी, बाळ | गाल मिगमंडळ aria भिवंडी 1, बाळगोपाल मित्रमंडळ वरची बाजू | ता, de विहार पासुन पूर्वेकडे भिवंडी, डाँ राजेन्द्र दत्तपुते | [खानाच्या बाजुल, SAIS दहापुते यांच्या दवाखाण्या स्‌ | मूळ गांव/शहर | मंडळ भिवंडी |  "
114-BNCMC.Ward_No..pdf,1,0114,"क भागाच्या हद्दीचा तपशील , | विहीर गायत्री नगर शंकर मंदीराच्या स., सार्वजनिक विहीर शंकर | मूळ गाव/शहर | राच्या समा, झोपडपट्टी न्यु आझाद नगर कादरिया, कादरिया मशिद जवळ गणेश मंदिर पहाड, | र हमजा मदरसा हमजा मशिद च्या, कादरिया मशिद च्या बाजुला अलीराया ART, गणेश मंदिर | बाजुला डोगरी पाडा गू, पोलीस चौकी समोर साईबाबा पिठाची, गणेश मंदिरा च्या खालीआजु | "
115-BNCMC.Ward_No..pdf,1,0115,"a, भागाच्या हद्दीचा तपशील | झोपडपट्टी न्यु आझाद नगर कादरिया, गणेश मंदिरा च्या | NAT बाजु चा, गणेश मंदिराच्या VTA आजु बाजुला, पोलीस चौकी च्या मागे पंडित हॉटेल्यू, | त्री नगर, दत्त मंदिर पोलीस चौकी चा आजु बाजुच, चिस्लीमा माशिद च्या पूर्व कडे बाबा होट, | शंकर मंदिरच्या समोर 2 बावडी aa, भिवंडी नि शहर महानगर पालिका ची मर | मूळ गांव/शहर | मंडळ भिवंडी |   "
116-BNCMC.Ward_No..pdf,1,0116,"न भागाच्या हद्दीचा तपशील गायत्रीनगर, हनुमान मंदिर गायत्री | मूळ गांव/शहर | र पहिली बाव 4 | मंडळ भिवंडी |  "
117-BNCMC.Ward_No..pdf,1,0117,"7 भागाच्या हद्दीचा तपशील गायत्रीनगर(नागांव गावठाण), | मान मंदिर नागांव गाव समोर, प अ जाधव विधालय जवळ, मराठी | ळा पाण्याची मोठी टॉकी म न | मूळ गांव/शहर | मंडळ भिवंडी |   "
118-BNCMC.Ward_No..pdf,1,0118,"ane FF समोर हनीफ शेठ, दुर्गा मंदिर गायत्री नगर जवळ, न्यू सागर | 'ल समोर सायरा नगर, नागावं वकील कम्पाऊंड | मूळ गांब/शहर | मंडळ भिवंडी |   "
119-BNCMC.Ward_No..pdf,1,0119,"a! भागाच्या हद्दीचा तपशील , | डा.बाबा साहेब आंबेडकर नगर ते रेस्ट, डा.बाबा साहेब आंबेडकर] मूळ गाव/शहर | याच्या, वार्ड क्र. 63 आंबेडकर नगर बुद्ध विहार, बुद्ध विहाराच्या उत्तरेचा परिसर, पी. डब्लू | स्टाफ क्वाटर रेस्ट हाउस, नविण पोलिस लाईन एसी.पी. होकसिम्मा, जुनि पोलिस लाईन, | ड होमच्या मागील पोलिस लाईन, वार्ड क्र.63 कचेरी पाडा, शिव.शा.समोर गैबीनगर रोडच्या | "
120-BNCMC.Ward_No..pdf,1,0120,"a, भागाच्या हद्दीचा तपशील | वार्ड क्र.63 कचेरी पाडा, शिव.शा.समोर गैबीनगर रोडच्या | .भ, कचेरी पाडा मारूती मंदिर मागील परि., मारूती मंदिरच्या मागील परिसर मानेच, मारूती | राच्या पुर्वे मागीळ भाग, शिवसेना शाखे समोर व मारूती मंदिर, इंदिरा गाधी स्मृती रूग्णाल्याच्या | पाण्याच्या टाकी खाली कचेरीपाडा | मूळ गांव/शहर | मंडळ भिवंडी |   "
121-BNCMC.Ward_No..pdf,1,0121,"जय ही भागाच्या हद्दीचा तपशील | मौलाना आजाद नगर,धोळे परि.मा.परि., मौलाना आजाद नगर | परि. मागील, बाबु सेठ बिल्डींग आसपास परिसर फै.ए., वेताळपाळा उत्तेकर चाळ शंकर मंदिर | शंकर मंदीर परिसर ते आई निवास वे., फैयाज सेठ ho. पैलेस होटेल प, वेतालपाडा रामचद्र | र्‌ चाळ, बेतालपाडा हनुमान मंदीर आसपास परि., वेताडपाडासंतोष किरानास्टोर्स समो, | ळपाडा दत्तात्रय पवार बिल्डिंग ते ह., आत्माराम अंबोट चाल ते, वेताळ.अनंता पोड चाल ते | मारा, दस्ता मोटे चाल पान बाजार महादेव, उबारकर ब्राहम्णे गणपति, सईद मंजीलच्या मागील | पर याकुब | मूळ गांव/शहर | मंडळ भिवंडी |  "
122-BNCMC.Ward_No..pdf,1,0122,"a, भागाच्या हद्दीचा तपशील | वेताळपाडा, शंकर उंद्रे अशोक शिंदे ब्राम्हण चाल, उबारकर | प्णे गणपति, एमम्बेसी होटल मागील परिसर व आश.से, कोडाची वाडी पा.क.70 समोरील | य.श., कोडाची वाडी शिवसेना शाखा आ.परि.झ., गुलजार नगर म.न.पा.शा.क्र.मु 70 उ.क ., | व सलामलापुरा नागांव रोड, गुलजार नगर सलाम.ना.रोड परि.व भो. | मूळ गांव/शहर | मंडळ भिवंडी |  "
123-BNCMC.Ward_No..pdf,1,0123,"eet भागाच्या हद्दीचा तपशील गुलजार नगर सना एस.टी.डी.च्या | नू.व, गुलजार नगर सना एस टी डी च्या बा.व भ, गुलजार नगर | Tite विहिरी जवळी. | मूळ गांव/शहर | मंडळ भिवंडी |   "
124-BNCMC.Ward_No..pdf,1,0124,"ans भागाच्या हद्दीचा तपशील गुलजार नगर व सार्वजनिक | ज.व.स.प, गुलजार नगर सार्व.विहरी जव.व सभो., गुलजार नगर | वाला चाल जव.व सभा., गुलजार नगर नूरानी मस्जिद जव.व | ., गुलजार नगर जवळील व PATA | मूळ गांव/शहर | मंडळ भिवंडी |   "
125-BNCMC.Ward_No..pdf,1,0125,"wee PE भागाच्या हद्दीचा तपशील | गुलजार नगर परकार मं.बि.व जवळ., गुलजार नगर परकार | ल बिल्डिंग ज., गुलजार नगर नासिर मेस्त्री जबळ.व स.प., एजाज सेठच्या चालच्या बाजूला | रील ज, गुलजार सेठ चाळ जवळी. व सभोवना.प., गुलजार नगर इस्माईल मोहल्ला चाल, | ब TAT चाळ रईस मंजील जवड.व स., गुलजार नगर नागाव रस्ता व परिसर | मूळ गांव/शहर | मंडळ भिवंडी |  "
126-BNCMC.Ward_No..pdf,1,0126,"जच भागाच्या SEPA तपशील | ताहीर शेठ बिल्डीग च्या बाजू.बाजुच्या ग, गुलजार नगर अत्तार | समोर जोह.ग., अत्तर रोड जोह.गली लगत ट्रान्स.समोर, गुलजार नगर नांगाव जोह.रोड(ग.ल.), | जार नगर नां.जिगे.चाल जो.ग.बा., जोहरा रोडच्या मागे बिस्मील क्लि.मागे, क्लबच्या मागे झी | री समोर, जोहरा रोड क्लब च्या मा.व साब.हॉ.उ., फारूक क्लब जोहरा रोडला लागून, गुलाम भिवंडी | न चाल साब.हॉटेल उज.जो., गुलजार नगर नां.जोहर रोड सा.हॉटे., गुलजार नगर नांगाब मो.कैफे | मडळ भिवंडी | गुलजार नगर नांगाव गु.रसुल चाळ अ.शा, भिवंडी, गुलजार नगर अबरार हॉटेल ते Has तालुका भिवंडी | [दम चाल मुबईवाला चाल | जिल्हा ठाणे | मूळ गांव/शहर | "
127-BNCMC.Ward_No..pdf,1,0127,"me ee भागाच्या हद्दीचा तपशील भिवंडी, मुकादम चाल मुबईवाला | ल, अंसार मोहल्ला बंरानवाज माशिद जवळ, अन्सार मोहल्ला बंदा | Tt मशीद जवल, अन्सार मोहल्ला बंदा नवाज मशीद समो., शमा | (र कटीगे ची गली, जमाळुद्धीन चाल सार्व.बाव. समोर किरा. | मूळ गांव/शहर | मंडळ भिवंडी |  "
128-BNCMC.Ward_No..pdf,1,0128,"meet भागाच्या हद्दीचा तपशील भिवंडी, मुकादम चाल मुबईबाला | शांतीनगर मूळ गांव/शहर | ल, गुलजार नगर, शांतीनगर रोड करेल नायगा.गुल.आसि. 4 | मंडळ भिवंडी |   "
129-BNCMC.Ward_No..pdf,1,0129,"mee भागाच्या हद्दीचा तपशील रहमतपूरा शांतीनगर महमदीया | जी., रहमतपूरा महंमदीया मरजी.पा.मा.शंती, रहमतपूरा महंमदीया | जी.समोर श.घ, रहमतपूरा महंमदीया मरजीद.पाठीमा., रहमतपूरा | मदीया मरजीद.व ना.हा. | मूळ गांव/शहर | मंडळ भिवंडी |  "
130-BNCMC.Ward_No..pdf,1,0130,"were भागाच्या हद्दीचा तपशील | शांती नगर रहमतपूरा,पो.चौकी .उत्तरे., शांती नगर | ौकी . उत्तरे .न्यु.प्रा.शा., वार्ड क्र.40 पिराणी पाडा,अजय हॉ.मा.जो, नुरूल इस्लाम मस्जिदिच्या दान | स, नुरूळ इस्लाम मस्जिदिच्या पश्चिम बाजुस, नुरूळ इस्लाम मस्जिदिच्या दाण बाजुस, नुरूल | [म मस्जिदिच्या पश्‍चिम बाजुस, नुरूल इस्लाम मस्जिदिच्या उत्तरेस बस्ती, नुरूल इस्लाम | जदिच्या दाण बाजुस | मूळ गांव/शहर | मंडळ भिवंडी |  "
131-BNCMC.Ward_No..pdf,1,0131,"क भागाच्या SEPA तपशील | न्यु. आ.नगर डोंगरी.वार्ड क्रं.40शांती., गौसिया मशिदिच्या | ीमे.झोपड.न्युआ., रहमतपुरा मशिदीशेजारी प्रा.शाले.उ.प., वार्ड क्र.40 पिराणी पाडा,अजय | TW, नुरूल इस्लाम मस्जिदिच्या दान बाजुस, नुरूल इस्लाम मस्जिदिच्या दाण बाजुस, उमर | क जाहीदे मस्जिदिच्या उत्तर बाजु, उमर फारूक जाहीद मस्जिदिच्या दाण बा. | मूळ गांव/शहर | मंडळ भिवंडी |  "
132-BNCMC.Ward_No..pdf,1,,"जाहल भागाच्या हद्दीचा तपशील | सल्लाउद्वीन शालेच्या समोरील परिसरमेह., सलाउद्रीन शाळेच्या | SRS इराणीचाल, AAS शाळेच्या उत्तर बाजूस दिव्याद, AAS शाळेच्या उत्तर बाजूस | जीपा, इराणी मशिदीच्या पुर्व बाजुस नवाब भाई, पाण्याच्या टाकिच्या उत्तरेस बाळवाडी, कोहीनुर | स कॉलणी पाण्याच्या टाकी, दिव्याद मस्जीदिच्या पश्‍चिम बाजुस नबाब, किदवाई नगर नांगाव | मस्जिद सहारा, मो. मस्जिद जवल, किदवबाई नगर नागांब पानपटटी, किदवाई सायकल दुकान | रील गल्ला, किदवाई नगर लाला किराणा स्टोर जबळ, अलशिका क्लिनिक पाठीमागील भाग, | रा मिल स्टोर पिराणीबाडा शांतिनग | मूळ गांव/शहर | मंडळ भिवंडी |  "
133-BNCMC.Ward_No..pdf,1,0133,"नाहीच भागाच्या हद्दीचा तपशील | किदवाई नगर नांगाव मो.मस्जिद सहारा, किदवाई नगर लाला | [णा स्टोर जवळ, सहारा मिल स्टोर पिराणीवाडा शांतिनग, अन्सार नगर दिदार हॉटेल जवळ, | पार नगर अपना हांस्पीटल मागील, किदवाई नगर पप्पू cee, किदवाई नगर गौसिया मस्जिद | (फ़ कि, किदवाई नगर गौसिया मस्जिद जवळ, आरिफ किराणा स्टोर पाठीमागील, हाजीजा | [णा स्टोर जवळ, किदवाई नगर मो.मस्जिद समोरील भाग, किदवाई नगर गरिब नवाज च्छ | ल, किदवाई नगर रिजवान टेलर समोरील, किदवाई नगर गरिब नवाज Se च्यामागे, गरीब | Tse च्या मागे, किदवाई नगर इम्तीयाज हॉटेल समारील | मूळ गांव/शहर | मंडळ भिवंडी |  "
134-BNCMC.Ward_No..pdf,1,0134,"wee PE भागाच्या हद्दीचा तपशील , | किदवाई नगर गरिब नवाज च्छ च्यामागे, किदवाई नगर इम्तीयाज | मूळ गाव/शहर | ल समारील, feats नगर अन्वर टेलर मागील परिसर, किदवाई नगर हमिद सायकल दुकान, | वाई नगर अन्सारी किराणा स्टोर मा, अलहिंद हाटेल जवळ गल्लीनं1व2, sees हॉटेल | ळील गल्ली नं. 1 व 2, ताश्कंद हॉटेल स्मशान भूमी समोरील | "
135-BNCMC.Ward_No..pdf,1,0135,"nee PE भागाच्या हद्दीचा तपशील किदवाई नगर गरिब Aart ae | मागे, किदवाई नगर अन्सारी किराणा स्टोर मा, शमशान | जवळ, नागांव किदवाई नगर शमसान भूमिजवळ, नागांव किदवाई | र कासमी मेडीकल स्ट, नागांव अलहिन्द हॉटेल, aia सफा | मूळ गांव/शहर | मंडळ भिवंडी |   "
136-BNCMC.Ward_No..pdf,1,0136,"wee PE भागाच्या हद्दीचा तपशील , | आझाद नगर शांति नगर गौसीया मशिद, आजाद नगर शांतिनगर | मूळ गाव/शहर | या मस्जीद, शांतिनगर आजादनगर हिन्दु समशान घाट, शांति नगर आजाद नगर गौसीया | ea, न्यु आझाद नगर लमी लॉन्ड्रीच्या दाणे, लमी लॉन्ड्री नवीन म.पा. शालेच्या fea | "
137-BNCMC.Ward_No..pdf,1,0137,"आळ भागाच्या SEPA तपशील | न्यु आझाद नगर लमी लॉन्ड्रीच्या दाणे, लमी लॉन्ड्री नवीन म.पा. | च्या पश्मि, लमी लॉन्ड्रीच्या बाजूला न्यु आझाद नगर, न्यु आझाद नगर न मा शालेच्या पुर्वेस, न्यु | TRA म.पा. शालेच्या Yas कडा, बाबा हॉटेलची पहिली गल्ली न्युअझाद नग्‌, बाबा हॉटेलची | ी गल्ली न्यु आझाद, बाबा हॉटेलची तिसरी गल्ली न्यु आझाद, आझाद नगर गौसीया मसजीद | ळ, अक्रम, आझाद नगर गौसीया मसजीद समोर इले., न्यू आझादनगर गायत्री नगर रोड कारीया | मूळ गांव/शहर | मंडळ भिवंडी |  "
138-BNCMC.Ward_No..pdf,1,0138,"a, भागाच्या हद्दीचा तपशील , | आझाद नगर गौसीया मसजीद जवळ, न्यू आझादनगर गायत्री नगर| मूळ गाव/शहर | कारीया, आझाद नगर गौसीया मसजीदच्या बाजुळ, आझाद नगर गौसीया मसजीद चा पूर्वे, | पाद नगर गौसीया मसजीदच्या पुर्व भा, आझाद नगर गौसीया मसजीद जवल, संजय गांधी नगर | पाद नगर गौसीया, आझाद नगर च्या बाजुस मुमताज नगररा, न्यू आझाद नगर गौसीया मसजीद, | उत्तर | "
139-BNCMC.Ward_No..pdf,1,0139,"mee te भागाच्या SEPA तपशील न्यू आझाद नगर गौसीया मसजीद, | उत्तर, न्यू आझाद नगर गौसीया शांती नगर गी, मुमताज नगर | शरफीया मसजीद समोर, मुमताज नगर अशरफीया मसदीज समोर, | ताज नगर शांतीनगर, मुमताज नगर डॉ. आजम बेग दवाखान्या | मूळ गांव/शहर | मंडळ भिवंडी |   "
140-BNCMC._Ward_No..pdf,1,0140,"हेच भागाच्या SEPA तपशील | मुमताज नगर शांतीनगर, मुमताज नगर डॉ. आजम बेग | खान्या, न्यू आझाद नगर, शिवमंदिर रोडमुमता, न्यू आझाद नगर शांतिनगर रोड शिव म, न्यू | पाद नगर शांति नगर रामदासचा, आशफीया मसजीद आझाद नगर, मुमताज नगर आझाद नगर | पादनगर शिवमंदिर रोड, न्यू आझाद नगर रामदास चाल, न्यू आझाद नगर आशरफीया मसजीद, भिवंडी | आझाद नगर शिवमंदिर रोड मोठे शू, आशफीया मसजीद जबल मुमताज नगर, आझाद नगर दर्गा | WSs भिवंडी | ळ मुमताज नगर, मुमताज नगर,पाईप लाईन झोपडपटटी, मुमताज नगर आशफीया मसजीद भिवंडी | ळ, मुमताज नगर पाईप लाईन, मुमताज नगर कादरी शाह बाबा दर्गा तालुका a | जिल्हा ठाणे | मूळ गांव/शहर | "
141-BNCMC._Ward_No..pdf,1,0141,"m7 भागाच्या हद्दीचा तपशील मुमताज नगर शांतीनगर, मुमताज | र डॉ. आजम बेग दवाखान्या, न्यू आझाद नगर बैतुल उलम जवळ, | आझाद नगर बाळवाडी काली जाकीरवा, न्यू आझाद नगर पासून | प लाईन पर्य | मूळ गांव/शहर | मंडळ भिवंडी |   "
142-BNCMC._Ward_No..pdf,1,0142,"7 भागाच्या हद्दीचा तपशील न्यू आझाद नगर शांतीनगर, न्यू | झाद नगर कादरीया मसजीद जवळ, शांती नगर, न्यू आझाद नगर, | जाद नगर रोड गौवसिया मस्जीद जवल | मूळ गांव/शहर | मंडळ भिवंडी |  "
143-BNCMC._Ward_No.pdf,1,0143,"wee PE भागाच्या हद्दीचा तपशील , | शांती नगर, चाल क्र. 5 समोर, पाईप लाईन रोड, अन्सारी मदिना | मूळ गाव/शहर | T., चाल क्र.44 मक्का ASS जवल, चाल क्र.29 मक्का ASS जवल, चाल क्र.6 BA | ल स्कूल, चाल क्र.30 म्यून सिपल स्कूल, अन्सारी मदिना मस्जीद जवल संजय नगर, | FER SS नगर, गौवसिया मस्जीद संजय नगर, शांती नगर चाल क्र.30 अशारफिय मस्जीद, | । नगर युनूस ची चाल मुमताज नगर, संजय नगर पाईप लाईन समोर | "
144-BNCMC._Ward_No.pdf,1,0144,"mee भागाच्या हद्दीचा तपशील नागांव, संजय नगर, गरिब नवाज | रसा मागे नागांव, म्यूनसिपळ स्कूल क्र.47 जवल नागांव, | तीनगर रोड संजय नगर, संजय नगर सोसायटी चाळच्या बाजूस | मूळ गांव/शहर | मंडळ भिवंडी |   "
145-BNCMC._Ward_No.pdf,1,0145,"meee भागाच्या हद्दीचा तपशील शांतीनगर रोड संजय नगर, संजय | र सोसायटी चाळच्या बाजूस, शांती नगर रोड संजय नगर, संजय | र पाईप लाईन च्या पश्‍चिमेस | मूळ गांव/शहर | मंडळ भिवंडी |   "
146-BNCMC._Ward_No.pdf,1,0146,"ल भागाच्या SEPA तपशील , | शांतीनगर, शांती नगर गोल्डन हेअर कटिंगच्या मागे, शांती नगर | मूळ गाव/शहर | न जनरल स्टोरच्या बाजू, शांती नगर युनुस किराणाच्या बाजूची ग, शांती नगर रेशनिंग दुकानाच्या | ला, शांती नगर युनुस किराणाच्या बाजूस, शांती नगर रेशनिंग दुकानाच्या मागची, शांती नगर | नंग दुकानाच्या मागीळ, शांती नगर सिददीकी किराणा स्टोर्सच्या, शांती नगर राहाळ मेडिकळच्या | , शांती नगर hast किराना स्टोर्स च्या, शांती नगर पब्लिक टेलिफोन च्या मागे, शांती नगर | नी टी स्टॉलच्या मागे, शांती नगर सैयद किराना स्टोरच्याबाजू, शांती नगर भा.रि.प. बहुजन | संघाच्यू, शांती नगर भारतीय महासंघाच्या समोर, शांती नगर चाळ क्र.18 च्या पाठी मागे, शांती | GM मस्तान दरबार बिल्डींग, शांती नगर मस्तान बिलिंग बाजूस, शांती नगर मस्तान बिल्डिंग | टेल कम्‌, शांती नगर डाँ घावरे दवाखान्याच्या माग्‌ | "
147-BNCMC._Ward_No.pdf,1,0147,"mee i भागाच्या हद्दीचा तपशील शांतीनगर, शांती नगर डाँ घावरे | [खान्याच्या मागू, भिवंडी शांतीनगर आझाद नगर, आझाद नगर | T किराणा स्टोर समोर | मूळ गांव/शहर | मंडळ भिवंडी |   "
148-BNCMC._Ward_No.pdf,1,0148,"_ भागाच्या हद्दीचा तपशील शांतीनगर, श्रीवास्तव यांचे घर | . मूळ गांव/शहर | जा चांद चौकाच्य, रहमत पूर रोड शाला क्र.69 पूर्वेस म | मंडळ भिवंडी |  "
149-BNCMC.Ward_No..pdf,1,0149,"nee भागाच्या हद्दीचा तपशील आझाद नगर रहमतपूर शांतीनगर, | मतपूर रोडच्या पुर्वेस कमिटी हॉलच्‌, आझाद नगर मक्का मजितच्या | T बाजुस | मूळ गांव/शहर | मंडळ भिवंडी |  "
150-BNCMC.Ward_No..pdf,1,0150,"अ भागाच्या SEPA तपशील | कणेरी, सुंदर गुप्ता पेट्रोल पंप पासुन ते गप्‌, कदम बिल्डींग ते | जनीक सौचालय TA, अप्पा पडयाळ चे घर ते गणपती मंदीर र, काशीनाथ जूनी eA महेष | च्या सम्‌, विणायक मोरे चाळ म्हराकर बिल्डींग स्टे, जूनी च्छ समोर ते गणपती मंदीर समोर, | वाली बिल्डींग गणपती बिल्डींग चे बाजू, पावर हाऊस च्या बाजूस नुरानी हॉटेळ, eT 9 चे | र बरफ गल्ली ते आजा, आजाद मैदान चे बाजूस म्यू.प.संडासचे, म्यूसीपल कॉलानी ते राहला | जीक चे, कणेरी, जैन मंदीर पासुन ते पुजा कम्यूनिकेशन्‌, पुजा कम्यूनिकेशन ते दर्पण हेअर | मूळ गांव/शहर | मंडळ भिवंडी |   "
151-BNCMC.Ward_No..pdf,1,0151,"wee te भागाच्या हद्दीचा तपशील | कचेरीपाडा, गायकवाड टायपींग सेंटर पासुन ते भार, भारत | ट्रीक पासुन ते म्यू.पल 63 नं, लमी टी हाऊस समोर ते ट्रन्सफार्म जवल्‌, आनंद टॉकीजच्या | ल भाग ते अशोक न्‌, कणेरी, पुजा कम्यूनिकेशन ते दर्पण हेअर कटींग, Faas शहा कंपनी ते | किराणा दुकान, पुजा कम्यूनिकेशन ते दर्पन हेअर कटींग, आनंद टॉकीजच्या वाजूच्या रोड पासुन | मूळ गांव/शहर | मंडळ भिवंडी |  "
152-BNCMC.Ward_No..pdf,1,0152,"ae भागाच्या हद्दीचा तपशील कणेरी, गेट पासुन उजवी गल्ली ते | प कम्यून, दांडेकर गेट पासुन आत मध्य ते संपूण, पाटीदार | च्या पूर्वेस ते जैन मंदीर | मूळ गांव/शहर | मंडळ भिवंडी सर्कल |  "
153-BNCMC.Ward_No..pdf,1,0153,"ee भागाच्या हद्दीचा तपशील कणेरी, गेट पासुन उजवी गल्ली ते | प कम्यून, पाटीदार हॉळच्या पूर्वेस ते जैन मंदीर, जैन मंदीर | रील टॉवर ते शेवटी,, साईनाथ ट्रान्सपोर्ट पासुन ते ट्रापीक प्‌ | मूळ गांव/शहर | मंडळ भिवंडी सर्कल |  "
154-BNCMC.Ward_No..pdf,1,0154,"नः. भागाच्या SEPA तपशील | मौलाना आझाद रोड उर्दू हायस्कूल क्र 6, पंचायत समिती | टर्स, पिर मोहम्मद की चाळ, पडोसन चाळ, मोहम्मद हनिफ चाळ, मोहम्मद अमीन चाळ, कबीर | चाळ, युसूफ सेठ चाळ, कासिम चाळ, आसमा चाळ, निसार शेठ चाळ,, रेशमा अपार्टमेंट, | नद चाळ, यासिन शेठ चाळ, अब्दूळ हई चाळ, गनी चाळ, अजीज मुकादम की चाळ, गरकाब | चाल, मोमीन निसार की चाल, युसूफ शेठ की चाल, अलीजान की चाळ, कादीर शेठ की चाळ, | एकबाल की चाळ, साबीर बनारसी चाळ, कासीम मुकादम की चाळ, मौलानाआझाद रोड आंनद | माच्याजव, अयुब दूध वाला कॉम्पलेक्स गैबीनगर, अमीर मुकादम चाळ, याकुब दिन अली चाळ, | रादिन अली चाळ, फैन्सी अपार्टमेंट, जूबेदा चाळ, अब्दुल रज्जाक चाळ | मूळ गांव/शहर | मंडळ भिवंडी |  "
155-BNCMC.Ward_No..pdf,1,,"कड. भागाच्या SEPA तपशील | मौलानाआझाद रोड आंनद सिनेमाच्याजव, अब्दुल रज्जाक चाळ, | मूळ गाव/शहर | नम अपार्टमेंट, मोहम्मद अलीशेठ बिल्डींग, नेहा अपार्टमेंट,, आनंद सिनेमाच्या मागील परिसर | झार बिल्डिंग, नविन बिल्डिंग जुबेदा अपार्टमेंट, तस्लीमा अपार्टमेंट, मुस्तफा बिल्डिंग, रहिम सेठ | 5, वाहिद अपार्टमेंट, अप्सरा अपार्टमेंट, मुन्शी कंपाऊंड, परकार मंजील, रेहमत अली चाळ,, भिवंडी | ल रेहमान बनारसी चाळ, अब्दुल मजीद मंजील, निसार शेठ बिल्डींग, सयद फ्रूटबाले की चाल, | Tod भिवंडी | कंपाऊंड, अंसारी मंजील, रिझवान कंपाऊंड  "
156-BNCMC.Ward_No..pdf,1,0156,"ere भागाच्या SEPA तपशील | आनंद सिनेमाच्या मागील परिसर, गणेशनगर शिवसेना | फ़ेसच्या बाजूला क, विटठल विलास को at. सोसायटी, जनाईन लाडचाळ गणेश नगर, गजानन | ची चाळ, गजानन गुडवबी चाळ, गायकवाड चाळ, जय हनुमान सोसायटी, निर्मला चाळ, अजय | णा स्टोअर्स, नासीर बिलडीग, अल्फला बिल्डीग, कैलास सेठ चाळ भोला सेठ बिल्डींग, ममता | डीग, गणू शेठ चाळ, अशोक शेठ लाड चाळ, खान कंम्पाउड चाळ, जगदीश लाड चाळ, कैलास | चाळ/भोला सेठ | मूळ गांव/शहर | मंडळ भिवंडी |  "
157-BNCMC.Ward_No..pdf,1,0157,"ae, भागाच्या हद्दीचा तपशील , | अब्दुल अहीचाळ नेअरखान कंपाउड सुभाष, पूर्व दिशा नुर मंजिल| मूळ गाव/शहर | , पूर्व दिशा सुभाष नगर, पश्‍चिम गणेशनगर, दाण कुर्लावाला चाळ, पश्‍चिम फंडोले नगर पॉवर | प, फंडोले नगर (SAMI), उत्तर भाग सरदार GR, सुभास नगर / गणेशनगर, पश्‍चिम यासीम | री पावर हा. फडीले नू, नुर मंजिल खान कपाउडच्या बाजूला, AK खान कंपाउड सुभाष नगर | "
158-BNCMC.Ward_No..pdf,1,0158,"nee PE भागाच्या हद्दीचा तपशील | खान कंपाउंड गैबी नगर, अहानदिया हायस्कुल, खान कंपाउंड | नगर, सलीमसेठ आजमी मंजिल, कलु मिरचीवाले बिल्डींग, शब्बीर सेठ रहिम शॉपींग सेटर, | RGM कॉम्पलेक्स, अख्तरचाळ मोमिनपुरा, गौसिया मंजिल, हाजी नासीर कॉम्पलेक्स, आझमी | ल, मुस्तफा कंपाउंड, दौसती अपार्टमेंट | मूळ गांव/शहर | मंडळ भिवंडी सर्कल |   "
159-BNCMC.Ward_No..pdf,1,0159,"— भागाच्या हद्दीचा तपशील , | पिराणी पाडा नं 4 गैवीनगर दर्गाजवळ, सलाबुद्दीन हायस्कुल मागे, | मूळ गाव/शहर | नगर दर्गा मागे, पिराणी पाडा खान कंपाउड समोर, मुस्तफा शेठ इमारत परिसर, सुभाष नगर | मंदीर, नेशनल सकुलच्या मागे पिराणीपाडा, जलाबुद्दीन हायस्कुल च्य भागे, गैबीनगर दर्गाच्या | , पिराणीपाडा मुस्तफा शेट इमारत परिसर, पिराणी पाडा दुर्गा भागे, सुभाष नगर शिवमंदीर | पर, न्यु नेशनल स्फलच्या भागे पिराणीपाडा, पिराणी पाडा तालीब शेट बिल्डींग परिसर, पिराणी | [| राशिद अनसारी चाची facet, पिराणी पाडा सुभाष नगर पौलीस चौकी, सलाबुद्दीन हायस्कुल | नगर मागे, सलाबुद्दीन हायस्कुल शांतीनगर भागे, इराणी लोकांचा बस्ती, मुस्तफा शेट यांची | मंडळ भिवंडी सर्कल |  "
