Filename,Page No.,यादी भाग क्रमांक (Yadi Bhag No.),यादी भागाच्या हद्दीचा तपशील (Content)
055-Hillgrange_High_School_Primary_Section_Gr.Flr__Dr._Gopalrao_Deshmukh_Road_Mumbai-400026.pdf,1,0055,"स 5. भागाच्या हद्दीचा तपशील अ) डॉ. गोपाळराव देशमुख | ,म्यु.घ.नं.135 शाहबाग बिल्डिंग ते म्यु.घ.नं.74/3 wa कोर्ट | ार्टमेंट. | डॉ.गोपाळराव देशमुख मार्ग, म्यु.घ.नं.7 इंन्कम टॅक्स कवार्टर्स ते | ग्रेज हायस्कुल. | "
056-Tulshidas_Gopalji_Trust_Marriage_Hall-(A)_Bhulabhai_Desai_Road_Mumbai-00_0026.pdf,1,0056,"ae भागाच्या हद्दीचा तपशील | अ) महालक्ष्मी मंदीर कंपाऊंड,म्यु.घ.नं.2 बी शिला अपार्टमेंट ते | 14.24, विद्यार्थी आश्रम आणि महालक्ष्मी हाजिअली सेवा सदन.को-ऑपरेटीव्ह सो. झोपडपट्टी. | महालक्ष्मी मंदिर कंपाऊंड, म्यु.घ.नं.1 श्री अवस्ती मारुती मंदिर, ते म्यु.घ.नं11 कुसुम सदन. | "
057-Tulshidas_Gopalji_Trust_Marriage_Hall-(B)_Bhulabhai_Desai_Road_Mumbai-00_0026.pdf,1,0057,"__ भागाच्या हद्दीचा तपशील महालक्ष्मी मदिर कंपाऊंड , मारुती | र,म्यु.घ.नं.13 क रामदास भुसारी बनिया चाळ ते महालक्ष्मी | ल बी. | "
058-Tulshidas_Gopalji_Trust_Marriage_Hall-(A)_Bhulabhai_Desai_Road_Mumbai-00_0026.pdf,1,0058,"ee भागाच्या हद्दीचा तपशील , | अ) भुलाभाई देसाई रोड, म्यु.घ.नं.2 शिवतिर्थ पश्‍चिम विंग नं.1ते | मूळ गाव/शहर | [.नं.2ए शिवतिर्थ,पश्‍चिम विंग नं.2 | महालक्ष्मी मंदिर कंपाऊंड, म्यु.घ.नं.22,रेवा अपार्टमेंट ते रेवा हाऊस बंगलो. | महालक्ष्मी मंदीर कंपाऊंड, म्यु.घ.नं.14 पंचायत चाळ ते म्यु.घ.नं.11 खेतजी प्रेमनी चाळ | लाभाई देसाई रोड ,म्यु.घ.नं.16क तुळशीदास गोपाळजी ट्रस्ट ते 2ए संभवतीर्थ | मंडळ | दारसंघाचे वर्गीकरण : । "
059-Mahalaxmi_Upper_Primary_Marathi_School_1st_Floor_No.4_Bhulabhai_Desai_Road_Mumbai-400026.pdf,1,0059,"mee भागाच्या हद्दीचा तपशील डॉ. गोपाळराव देशमुख | . अपार्टमेंट . ,म्यु.घ.नं.12 हिमगिरी अपार्टमेंट ते म्यु.घ.नं.20 सतनाम सागर. fee शाल / शह | "
060-Mahalaxmi_Upper_Primary_Marathi_School_1st_Floor_No.5_Bhulabhai_Desai_Road_Mumbai-400026.pdf,1,0060,"क स भागाच्या हद्दीचा तपशील | अ) डॉ.गोपाळराव देशमुख मार्ग, म्यु.घ.नं.22 अंजुमन मॅन्शन. | नवरोजी गामडिया रोड, म्यु.घ.नं.5 वेलिंन्टीना गॅरेज ते म्यु.घ.नं.13 अक्वामरिन. | नवरोजी गामडिया रोड, सहानी व्हिला ते माऊंट युनिक. | भुलाभाई देसाई रोड , तिरुपती अपार्टमेंट (अमर | गाशीष). | erst गामडिया रोड,म्यु.घ.नं. 12 गुलिस्तान ते म्यु.घ.नं.8 कारमाईकल हाऊस. | "
061-Model_Co-op_Hsu._Hall_(Sahakar_Niwas)_102_Pt._Madan_Mohan_Malviya_Road(Taddeo)_Mumbai-34.pdf,1,0061,"7 भागाच्या हद्दीचा तपशील अ) बेहरामजी गामडिया रोड, | घ.नं.1-3 प्रभुकुंज. | पंडीत मदन मोहन मालविया रोड ,(ताडदेव रोड) म्यु.घ.नं.29 | Te व्हयू ते म्यु.घ.नं.49 गुणवंत चंदुलाल चाळ . | "
062-Film_Center_Garage_No.1_Floor_Pt._Madan_Mohan_Malviya_Road(Taddeo)_Mumbai-34.pdf,1,0062,"J भागाच्या हद्दीचा तपशील | अ) भुलाभाई देसाई रोड, म्यु.घ.नं.35 नवरोजी अपार्टमेंट ते | 1.45, दत्तप्रसाद हौसिंग सोसायटी (सिल्व्हर ओक सर्वट Fares ). | पंडित मदनमोहन मालवीया रोड, (ताडदेव रोड) म्यु.घ.नं.80- 84 अरूण चेंबर्स ते बॉम्बे मार्केट | पुलाभाई देसाई रोड, म्यु.घ.न.350 हिरा पन्ना ते अ ast बॉचमन Fares. | "
063-Film_Center_Garage_No.3_Floor_Floor_Pt._Madan_Mohan_Malviya_Road(Taddeo)_Mumbai-34.pdf,1,0063,"__ भागाच्या हद्दीचा तपशील पंडित मदनमोहन मालविया रोड | Teta रोड) म्यु.घ.नं.46. मणियार चाळ ते म्यु.घ.नं.72 -एफ़, | ज भवन चाळ . | "
064-Basantsingh_Anil_Dharmadaya_Trust_Gr.Flr_A_Bhulabhai_Desai_Road_Mumbai-400_026.pdf,1,0064,"ne भागाच्या हदह्दीचा तपशील TTS देसाई रोड, म्यु.घ.नं.47 | ब बिल्डिंग मूळ गांब/शहर . | स्वती सदन ते म्यु.घ.नं.51 डी साहिर बिल्ंग आणि समुद्र सेतु. fee शाल / शह | "
065-Hillgrange_High_School_Gr.Flr_-(A)_Dr._Gopalrao_Deshmukh_Road_Mumbai-400026.pdf,1,0065,"न... भागाच्या हद्दीचा तपशील अ) कारमायकल रोड,7( | -एल.डहाणुकर रोड) म्यु.घ.नं.3 अलेब्रा हाऊस ते | जि व्हुव सर्वटक्वार्टर्स. | डॉ.गोपाळराव देशमुख मार्ग ,म्यु.घ.नं.4 व कॅम्प बेल हाऊस ते | घ.नं. 2 ब्ल्यु गार्डनीया. | मूळ गांब/शहर . | "
066-Hillgrange_High_School_Gr.Flr_-(B)_Dr._Gopalrao_Deshmukh_Road_Mumbai-400026.pdf,1,0066,"> भागाच्या हद्दीचा तपशील अ) डॉ.गोपाळराव देशमुख मार्ग | .घ.नं.15 रिजुमल मॅन्शन ते म्यु.घ.नं.31 विकास बिल्डिंग. | एम एल डहाणुकर मार्ग, म्यु.घ.नं.2अ ,नंदादिप ते म्यु.घ.नं.22अ | सलर्स कोर्ट. | "
067-Hillgrange_High_School_Gr.Flr_-(A)Dr.Gopalrao_Deshmukh_RoadMumbai-400026.pdf,1,0067,"न. भागाच्या हद्दीचा तपशील डॉ.गोपाळराव देशमुख मार्ग , | . 50 विंड मूळ गांव/शहर. | घ.नं.30 किरण व्हीला ते म्यु.घ.नं.50 विंड fae. fe गाल / शह | "
068-Belvander_Central_Government_Officers__Quarters_Garage_No._10-11_Floor_Bhulabhai_Desai_Road_Mumbai_400_026.pdf,1,0068,"> भागाच्या हद्दीचा तपशील अ)बोमनजी पेटीट रोड | .घ.नं.17 सेक्रेटरी कवार्टर्स ते म्यु.घ.नं.36 लक्ष्मी महल. | सोफिया कॉलेज रोड, म्यु.घ.नं.61अ रूखिया मंझिल ते | घ.नं.62 शंकर सागर. | "
069-Belvender_Central_Government_Officers__Quarters_Garage_No._12-13_Floor_Bhulabhai_Desai_Road_Mumbai_400_026.pdf,1,0069,"nee भागाच्या हद्दीचा तपशील अ) सोफ्रीया कॉलेज रोड, | घ.नं.6 सी बिपशगेट ते गुरूकुल. | भुलाभाई देसाई रोड, म्यु.घ.नं.68 किस्मत ते म्यु.घ.नं.77 मिस्त्री | P मंडळ | दारसंघाचे वगीकरण : | "
070-Belvender_Central_Government_Officers__Quarters_Garage_No._14-15_Floor_Bhulabhai_Desai_Road_Mumbai_400_026.pdf,1,0070,"ल. भागाच्या हद्दीचा तपशील अ) रजबअली पटेल रोड, | घ.नं.81, जीवन आनंद ते म्यु.घ.नं.55 ,कुंवरभाई व्हिला बंगला. | सोफिया कॉलेज रोड, म्यु.घ.नं.59, जे.के.हाऊस ते म्यु.घ.नं.81 | पमिलन बिल्डिंग. | "
071-Belvander_Central_Government_Officers__Quarters_Garage_No.16-1.pdf,1,0071,"me भागाच्या हद्दीचा तपशील अ) बोमनजी पेटीट रोड, ग्रीन लेन्स | ट कवार्टर्स ते चिनॉय मॅन्शन. | भुलाभाई देसाई रोड ,म्यु.घ.नं.54, आनंद भवन ते म्यु.घ.नं.70 के | र कॅन्डी अपार्टमेंट आऊट हाऊस. | "
072-Villa_Terrace_Convent_SchoolGr._floor.pdf,1,0026,= “eG eae J | मूळ गांव/शहर. | घ.नं.31 एफ हिल क्रिस्ट ते म्यु.घ.नं.67 वुडलँन्ड- fe Taare | "
073-Villa_Terrace_Convent_SchoolGr._floor.pdf,1,0073,"> भागाच्या हद्दीचा तपशील अ) एस.के.बडोदावाला | ,म्यु.घ.नं.348 डिलक्स अपार्टमेंट ते म्यु.घ.नं.34, मॉर्डन मनोर. | एस.के बडोदावाला रोड, म्यु.घ.नं.36 क्रिस्टल ते म्यु.घ.नं.25 बी | रका हाऊस. | "
074-Villa_Terrace_Convent_SchoolGr._floor.pdf,1,0074,"ह भागाच्या हद्दीचा तपशील अ) डॉ. गोपाळराव देशमुख रोड, | घ.नं.52 मार्बल आर्च ते म्यु.घ.नं.62 , सुनिता-ई. | ढॉ.गोपाळराव देशमुख रोड, म्यु.घ.नं.67 वुडलँन्ड (बी) ते | घ.नं.67 वुडलँन्ड (क) | "
075-Villa_Terrace_Convent_SchoolGr._floor.pdf,1,0075,"7 भागाच्या हहदीचा तपशील अ) डॉ.गोपाळराव देशमुख रोड, | घ.नं.66 ,व्हिला टेरेसा ते म्यु.घ.नं.76, इंडिया हाऊस. | एम. एल. डाहुणकर मार्ग, वल्लभ निवास, ते म्यु.घ.नं. | STA दर्शन. "
076-New_Model_Infant_School_Gr.Flr_Room.No.1_Bhulabhai_Desai_Road_Mumbai-400_026.pdf,1,0076,"a, भागाच्या हद्दीचा तपशील अ) ऑगस्ट क्रांती मार्ग, | घ.नं.118 इंडिया हाऊस नं.1 ते म्यु घ.नं.132 दामोदर महल बी | भुलाभाई देसाई रोड, म्यु.घ.नं.81 सागर दर्शन ते म्यु.घ.नं.87 | लभ अपार्टमेंट. | "
077-New_Model_Infant_School_Gr.Flr_Road_No._2_Bhulabhai_Desai_Road_Mumbai-400_026.pdf,1,0077,"__ भागाच्या हद्दीचा तपशील TTS देसाई रोड, म्यु.घ.नं.91 | . . वि नानिक मॅन्शन ते म्यु.घ.नं. 95 के खटाव मॅन्शन. 4 | "
078-New_Model_Infant_School_Gr.Flr_Hr.No.3_Bhulabhai_Desai_Road_Mumbai-400_026.pdf,1,0078,"oe भागाच्या हहदीचा तपशील अ) भुलाभाई देसाई रोड, | घ.नं.68 ब्रीच कॅन्डी गार्डन ते म्यु.घ.नं.80 वैभव. | भुलाभाई देसाई रोड, म्यु.घ.नं.61 बी,समरसेठ हाऊस we | ee . | "
079-New_Model_Infant_School_Gr.Flr_Road_No.4_Bhulabhai_Desai_Road_Mumbai-400_026.pdf,1,0079,"> भागाच्या हद्दीचा तपशील अ) खंबाला हिल रोड, म्यु.घ.नं.5 | [ मॅन्शन ते पारसी पेटीट सर्वट कवार्टर्स. | भुलाभाई देसाई रोड ,म्यु.घ.नं.63, सुर्या अपार्टमेंट ते म्यु.घ.नं.61अ | रशेठ हाऊस. | "
080-Activity_High_School_Gr.Flr_Kho.No._1_Navroji_Gamadia_Road_Mumbai-400_026.pdf,1,0080,"=e भागाच्या हद्दीचा तपशील अ) बेहरामजी गामडिया रोड, | घ.नं.5 शहाबाग ते गामडिया कंपाऊंड. | एम.एल.डहाणुकर मार्ग,म्यु.घ.नं.21 सिल्विन रोझ बिलिंग ते उषा | एम. एल. डहाणुकर मार्ग, म्यु.घ.नं.17 सी रूसीला ते | घ.नं.16 निर्मला व्हिजन. | "
081-Apnalaya_Balwadi_Hall_M.P.Mill_Compound_Taddeo_Mumbai-400_034.pdf,1,0081,"ee भागाच्या हद्दीचा तपशील एम.पी .मिल. कंपाऊंड, पोलिस | फ्सर्स ब बिल्डिंग = मूळ गांब/शहर . | फिसर्स sated नं. 1 ते न्यू पोलिस लाईन बिल्डिंग नं.5, fee TARTS | "
082-Apnalaya_Balwadi_Hall_M.P.Mill_Compound_Taddeo_Mumbai-400_034.pdf,1,0082,"क भागाच्या sera तपशील अ) एम.पी.मिल कंपाऊंड, पोलिस | फिसर्स Fares नं.6, | एम.पी.मिल कंपाऊंड,न्यू पोलिस लाईन बिल्डिंग नं.7 ते 11 अ. | "
083-Shantidevi_Banerjee_Vidyalaya_Sonawala_Building_No._4_A_1st_Floor_Road_No._4_Falkland_Road_Low_Level_(D)_Mo._400_0034.pdf,1,0083,"का आ भागाच्या SEPA तपशील | अ) जावजी दादाजी रोड, म्यु.घ.नं.155 सोनावाला बिल्डिंग ते | 14.187 अ गांधी बिल्डिंग. | पठ्ठे बाबूराव मार्ग (Himes ब्रिज) लो लेव्हल (साऊथ),म्यु.घ.नं.4 सोनावाला बिल्डिंग ते | i. 3ए ते म्यु.घ.नं.4ई सोनावाला बिल्डिंग नं.3सी. | "
084-Garton_Girls_High_School_Ground_Floor_(A)_Nausheer_Bharucha_Marg_Mumbai-400_007.pdf,1,0084,"7 नं.7-8 ते गणेश प्रसाद ब्लॉक सी. | नौशिर भरूचा मार्ग, मुंबई गृहनिर्माण व क्षेत्रीय विकास मंडळ | ना नं.4अ ते रचना क्र.4ब. | "
085-Garton_Girls_High_School_Ground_Floor_Hall_(B)_Nausheer_Bharucha_Marg_Mumbai-400_007.pdf,1,0085,"—, भागाच्या हद्दीचा तपशील नौशीर भरुचा मार्ग, नं16अ ए.आर. | चाळ नं.2 ते म्यु .घ. नं.16 'जे' विठ्ठलदास ठाकुरदास चाळ | [ईप्रसाद हौसिंग सोसायटी) . | "
086-Garton_Girls_High_School_Ground_Floor_Hall_(A)_Nausheer_Bharucha_Marg_Mumbai-400_007.pdf,1,0086,"—, भागाच्या हद्दीचा तपशील नौशिर भरूचा मार्ग, म्यु.घ.नं.16 के | SOOT ठाकुरदास चाळ,( साईप्रसाद हौसिंग सोसायटी) ते मुंबई | निर्माण क्षेत्रीय विकास मंडळ रचना नं.2. | "
087-Garton_Girls_High_School_Ground_Floor_Hall_(E)_Nausheer_Bharucha_Marg_Mumbai-400_007.pdf,1,0087,"so भागाच्या हद्दीचा तपशील अ) नौशिर भरूचा मार्ग | .घ.नं.30 ary बिल्डिंग ते सैदुनिसा हाऊस. | लेडी पोचखनवाला मार्ग, म्यु.घ.न.1 रुस्तमजी बिल्डिंग ते ज्योती | ARR भरूचा मार्ग,म्यु.घ.न.16 ए,ए आर.पी.चाळ नं.1 | "
088-B.M.Gamadia_Polytechnical_Institute_Gr.Flr_Hall_(A)_Gamadia_Colony_Mumbai-400_007.pdf,1,0088,"गजदर झरीन फरामरोझ | दारुवाला मीनु पी | दारुवाला नरगीस मीनु | दारुवाला शाम शारुक | मिस्त्री जमशेद | मिस्त्री दाली | मिस्त्री नोसी | 14.6 मोहन बिल्डिंग 'ए'” | दिनानाथ मंगेशकर मार्ग, (iste हिल), मुंबई शहर | 12 गडा जेठालाल शिवजी | 12 गडा हंसाबेन जेठालाल | 12 गडा मनोज जेठालाल | 12 गडा अरुणा मनोज | 2A दहीबाबकर सदानंद ea | पि SUT DMT | 44 Ff FY Jd YF A 2 | ALT DD Cll | गजदर फरामरोझ | दारुवाला पी | दारुवाला मीनु | दारुवाला शारुक | पिनकोड 400036 | A d of A QO | गडा शिवजी | गडा जेठालाल शिवजी | गडा जेठालाल शिवजी | गडा मनोज जेठालाल | दटहीबाबकर दत्तात्रय | 20 मि सवप<कापजता"
089-B.M.Gamadia_Polytechnic_Institute_Gr.Flr_Hall_(B)Gamadia_Colony_Mumbai-400_007.pdf,1,029७,"क भागाच्या Sela तपशील अ) गामडिया कॉलनी ,सेंट | Test आरदेशीर प्रेमजी पटेल बिल्डिंग ते ताराचंद कॉटेज. | जावजी दादाजी रोड,म्यु.घ.नं.162, बाटलीवाला बिल्डिंग कंपाऊंड | म्यु.घ.नं.248, कोरे इस्टेट. | "
090-B.M.Gamadia_Polytechnic_Institute_Gr.Flrl_Majla_Hall_(A)_Gamadia_Colony_Mumbai-400_007.pdf,1,0090,"द भागाच्या Sera तपशील | अ) दिनानाथ मंगेशकर मार्ग ,(फ़ोर्जेट हिल) म्यु.घ.नं.8, जे.के. | T पत्रा चाळ ते म्यु.घ.नं.78 फोर्जेट हाऊस. | दिनानाथ मंगेशकर मार्ग, (फ़ोजेंट हिल) म्यु.घ.नं.1 ते 54 डी.जी.बी.नविन जायफळवाडी | पट्टी 4.5 | देनानाथ मंगेशकर मार्ग, (फ़ोर्जेट हिल) डी.जी.बी.55, जायफ़ळवाडी झोपडी नं.1ते150. | "
091-B.M.Gamadia_Polytechnic_Institute_Gr.Flrl_Majla_Hall_(E)Gamadia_Colony_Mumbai-400_007.pdf,1,0091,"7 भागाच्या हद्दीचा तपशील दिनानाथ मंगेशकर मार्ग,(फ़ो्जेंट | न) डी.जी.बी. जायफ़ळवाडी झोपडपट्टी नं.151ते नविन | यफ़ळवाडी झोपडी नं.1 ते 386. | "
092-Shantidevi_Banerjee_Vidyalaya_Sonawala_Building_No.4_A_1st_Floor_Floor_No.5_Falkland_Road_Low_Level_(D)_Mob._400_0034.pdf,1,0007,"ee भागाच्या हद्दीचा तपशील जावजी दादाजी रोड, म्यु.घ.नं.193 | बिल्डिंग अपार्टमेंट अपार्टमेंट मूळ गांव/शहर | वाला बिल्डिंग ते डन अपार्टमेंट Wee बी ( डन ). र [RT | "
093-Dadaji_talmikiwadi_Indirabai_Kalyanpurkar_Auditorium_Gr.Flrl_Majla_Kholi_No.1_Gr.Flrl_Majla_235_Javaji_Dadaji_Road_Mumbai_400007.pdf,1,0093,"न. भागाच्या Sela तपशील दिनानाथ मंगेशकर मार्ग, (फोर्जेट | अपार्टमेंट मळ गांव/शहर . | न) एन्टर प्राईझ . * | "
094-Dadaji_talmikiwadi_Indirabai_Kalyanpurkar_Auditorium_Gr.Flrl_Majla_Kholi_No.2_Gr.Flrl_Majla_235_Javaji_Dadaji_Road_Mumbai_400007.pdf,1,0094,"a! भागाच्या हद्दीचा तपशील अ) जावजी दादाजी रोड, | घ.नं.235 एफ तालमिकी वाडी बिल्डिंग नं.1 ते तालमिकी वाडी | फ़ STS . | जावजी दादाजी रोड, म्यु.घ.नं.239 बोटावाला ब्लॉक ए ते भाटीया | पीटल Fared. | "
095-Sudatta_High_School_Gr.Flr_Hall(A)_235_Javaji_Dadaji_Road_Mumbai_400_007.pdf,1,0095,"J भागाच्या हद्दीचा तपशील , | अ) जावजी दादाजी रोड, म्यु.घ.नं.260, सेठना पारसी मंदिर ते | मूळ गाव/शहर . | मंदीर बिल्डिंग. | नावजी दादाजी रोड ,म्यु.घ.नं.306 अ श्रॉफ बिल्डिंग ते म्यु.घ.नं.308 नरोत्तम निवास (रमेश | जावजी दादाजी रोड ,(बाई दिनाबाई मार्ग) म्यु.घ.नं.2 ,वाच्छा मॅन्शन ते म्यु.घ.नं.4 डोंगरे मॅन्शन | मंडळ | दारसंघाचे वर्गीकरण : । "
096-Sudatta_High_School_Gr.Flr_Hall(B)_235_Javaji_Dadaji_Road_Mumbai_400_007.pdf,1,0096,ee भागाच्या हद्दीचा तपशील जावजी दादाजी रोड म्यु.घ.नं.292 | ब ब क्ै.राधाबाई चाळ ते म्यु .घ.नं.306 सी शंकर शेट चाळ. रे | "
097-Tukaram_Javji_Municipal_School_1st_La._Majla_House_No.1_Tukaram_Javji_Road_Mumbai-400_007.pdf,1,0097,"क भागाच्या SEPA तपशील | अ) तुकाराम जावजी रोड पम्यु.घ.नं.11 ग्लास बंगला ते | .नं.35-अ अब्दुल्ला बिल्डिंग. | नुकाराम जावजी रोड 9.4.43 सोनावाला fateer ते म्यु.घ.नं.57 डी सत्यभामा बिल्डिंग. | तुकाराम जावजी रोड, म्यु.घ.नं.1 दत्तात्रय बिल्डिंग ते म्यु.घ.नं.7 दत्तात्रय बिल्डीग. | "
098-Tukaram_Jawaji_Municipal_School_1st_Floor_Building_No._3_Tukaram_Jawaji_Road_Mumbai-400_007.pdf,1,0098,"__ भागाच्या हद्दीचा तपशील तुकाराम जावजी रोड, म्यु.घ.नं.44 | बिलिंडिग . रावजी मानाजी बिल्डिंग ते म्यु.घ.नं.48 ब रावजी मानाजी चाळ. ट्‌ | "
099-Mumbai_Marathi_Granth_Museum_1_La_Majla_Jahangir_Daji_Street_Mumbai-400_007.pdf,1,0099,"ae भागाच्या हद्दीचा तपशील , | अ) जहांगीर दाजी स्ट्रीट ,म्यु.घ.नं.180 रतन आबाद ते मूळ गाव/शहर . | 1.6 रामलाल चाळ. | जहांगीर दाजी क्रॉस लेन, म्यु.घ.नं.11 पंडोल बिल्डिंग ते म्यु.घ.नं.211 कापडीया बिल्डींग. | जावजी दादाजी रोड, म्यु.घ.नं.271, धन लॉज अ ते म्यु.घ.नं.275 क , छोटीया बिल्डिंग . | "
100-Rajasthani_Mahila_sanchalit_(Adarsh_​​Vidyalaya)_Ground_Floor_Hall_A.pdf,1,0100,"र भागाच्या हद्दीचा तपशील दिनानाथ मंगेशकर मार्ग, (फोजेंट | 1) म्यु.घ.नं.1 बेनसीमल किलाचंद बिल्डिंग ते म्यु.घ.नं. 12 | ठलवाडी झोपडपट्टी. | "
101-Rajasthani_Mahila_sanchalit_(Adarsh_​​Vidyalaya)_Ground_Floor_Hall_B.pdf,1,0101,"न. भागाच्या हद्दीचा तपशील अ) क्रांतिवीर वसंतराव नाईक | ,म्यु.घ.नं.1 राघवजी टेरेस ते म्यु.घ.नं.57 बानु मॅन्शन (eet | ma). | क्रांतिवीर वसंतराव नाईक रोड,म्यु.घ.नं.34 कावसजी भेदवार चाळ | ्यु.घ.नं.38 (ओम हाऊस) . | "
102-Rajasthani_Mahila_sanchalit_(Adarsh_​​Vidyalaya)_first_Floor.pdf,1,0102,"ao भागाच्या हद्दीचा तपशील अ) क्रांतिवीर वसंतराव नाईक | AA इंदिरा . ,म्यु.घ.नं.44 इंदिरा निवास ते म्यु.घ.नं.50 तैय्यबजी टेरेस. OTA | क्रांतिवीर वसंतराव नाईक रोड, म्यु.घ.नं.20 ए आटा चक्की | यहरी को.ऑपरेटीव्ह.हौसिंग.सोसायटी) ते म्यु.घ.नं.16 हॅपी होम. | "
103-Rajasthani_women-sanchalit_(Adarsh_​​Vidyalaya)1_La_Mazala_Kholi_No.2.pdf,1,0103,"ee आ भागाच्या हद्दीचा तपशील अ) क्रांतीवीर वसंतराव नाईक | , म्यु.घ.नं147 आनंद नगर ए ते म्यु.घ.नं.151 आंनद नगर डी . | क्रांतिवीर वसंतराव नाईक रोड, म्यु.घ.नं.28 , जयराज पिरभाई | eS ते म्यु.घ.नं.28, जयराज कंपाऊंड. | "
104-Villa_Terrace_Convent_School_Navi_Ima.Gr.Flr_Hr.No.1_Gopalrao_Deshmukh_Marg_Mumbai-400_026.pdf,1,0104,"eo भागाच्या हहदीचा तपशील अ) अँनेस्टी रोड,म्यु.घ.न.1, | पिटर ते व्हिनस | ार्टमेंट | एस .के. बडोदावाला रोड, म्यु.घ.नं.11,गिरीराज ते म्यु.घ.नं.19 | [क अँनेक्स. | "
105-Villa_Terrace_Convent_School_Navi_Ima.Gr.Flr_Hr.No.2_Gopalrao_Deshmukh_Marg_Mumbai-400_026.pdf,1,0105,"स. भागाच्या हद्दीचा तपशील अ) एस.के . बडोदावाला रोड, | घ.नं.1 अ, बर्मा शेल कतवार्टर्स ते म्यु.घ.नं.31-अ एच जे हऊस. | एस.के.बडोदावाला रोड, म्यु.घ.न.21 पृथ्वी | ार्टमेंट 'ए' ते म्यु.घ.न.37 मस्कती कॉर्नर. | "
106-J.D._Bharda_English_School_(Navyug_Mansion)_1st_Floor_No.1_Naushir_Bharucha_Road_Mumbai-400_007.pdf,1,0106,"क भागाच्या हद्दीचा तपशील अ) नवरोजी वकील स्ट्रीट, | घ.नं.3 इस्ट व वेस्ट व्हिला ते म्यु.घ.नं.8 विमला सदन. | नौशीर भरूचा मार्ग, म्यु.घ.नं.1ते 3 अ श्रेयस बिल्डिंग ते रेल्वे | eat . | "
108-J.D._Bharda_English_School_(Navyug_Mansion)_1st_Floor_House_No.3_Naushir_Bharucha_Road_Mumbai-400_007.pdf,1,0108,"ह. भागाच्या हद्दीचा तपशील , | अ) नौशिर भरूचा मार्ग, म्यु.घ.नं.52 ए-बी .युनियन बिल्डिंग ते | मूळ गाव/शहर . | 14.98 पटेल भवन. | स्लेटर Us, let क्रॉस गल्ली, म्यु.घ.नं.4 ,बोटावाला हाऊस ते म्यु.घ.नं.21, बी पितृछाया. | स्लेटर रोड, 2 री क्रॉस गल्ली ,म्यु.घ.नं.1 ताडीवाला बिल्डिंग ते म्यु.घ.नं.5 अभ्यंकर बिल्डिंग | , मंडळ | .घ.नं.275 बिल्डिंग .घ.नं.331, माजदा . | जावजी दादाजी रोड, म्यु.घ.नं.275डी सोना बिल्डिंग ते म्यु.घ.नं.331, माजदा इस्टेट दारसंघाचे वर्गीकरण : । "
109-New_Model_Infant_School_Gr.Flr_Road_No.5_Bhulabhai_Desai_Road_Mumbai_400_026.pdf,1,0109,"mee भागाच्या हद्दीचा तपशील अ) ऑगस्ट क्रांती मार्ग, | घ.नं.88-अ मधु भवन ते आत्मज बिल्डिंग. | राघवजी पथ, म्यु.घ.नं.14 रॉकी व्ह्यु ते म्यु.घ.नं.12 इस्ट व्ह्यु. | "
110-Fellowship_High_School_(Gr.Flr_Hall_August_Kranti_Marg_Mumbai-36.pdf,1,0110,"_— भागाच्या हद्दीचा तपशील अ) ऑगस्ट क्रांती मार्ग, | घ.नं.48 अ,महावीर जैन विद्यालय ते म्यु.घ.नं.76 हबीब मॅन्शन. | राघवजी पथ, म्यु.घ.नं.3 बॉम्बे व्ह्यु.ते म्यु.घ.नं.17 अ राघवजी | rer. | "
111-Sevasadan_Society_Ramabai_Navrange_Adhyapika_College.pdf,1,0111,"जा भागाच्या हद्दीचा तपशील | अ) ऑगस्ट क्रांती मार्ग, न्यु. म्युनीसीपल बिल्डिंग डी वार्ड ते | 14.20 हरी निवास -जी (श्रीपाल Shae ए ते बी). | मोतीबाई स्ट्रीट, नवरोजी मॅन्शन ते म्यु.घ.नं.61, रती विला. | ऑगस्ट क्रांती मागं, म्यु.घ.नं.22 कल्याणदास बिल्डिंग ( श्रीपाल टॉवर) ते म्यु.घ.नं.48, महा | जैन विद्यालय बिल्डिंग. | "
112-Shree_B.P.K_Sahakari_Vidya_Mandir_Gr.Flr_House_No._(1)_Pandit_Madan_Mohd._Malviya_Marg_Mumbai_400_034.pdf,1,0112,"र. भागाच्या Sela तपशील पंडीत मदनमोहन मालवीया मार्ग, | ब . . कॉईन डदेव रोड) म्यु.घ.नं.3 सुधा कुंज ते म्यु.घ.नं.35 ब गोल्ड कॉईन ब fe गाल / शह | "
113-Shree_B.P.K_Sahakari_Vidya_Mandir_Gr.Flr_Road_No._2_Pandit_Madan_Mohd._Malviya_Marg_Mumbai_400_034.pdf,1,0113,"द भागाच्या aM तपशील पंडीत मदनमोहन मालवीया मार्ग,( | . . . बिलिंडग देव रोड) म्यु.घ.नं.41 वैद्य मॅन्शन ते म्यु.घ.नं.69 गिरनार बिल्डिंग. STAT | "
114-Shri_B.P.K_Sahakari_Vidyamandir_1st_Floor_No.3_Pandit_Madan_Mohd.Malviya_Marg_Mumbai_400_034.pdf,1,0114,"ल भागाच्या हद्दीचा तपशील पंडीत मदन मोहन मालवीया मार्ग,( | देव रोड) म्यु.घ.नं.75 दिपक अपार्टमेंट ते म्यु.घ.नं.89-95 रजनी | "
