Filename,Page No.,यादी भाग क्रमांक (Yadi Bhag No.),यादी भागाच्या हद्दीचा तपशील (Content)
115-Aryanagar_Upper_Pvt._Marathi_Mu_School_1st_Floor_H.No._12_Body_Guard_Lane_Mumbai-400_034.pdf,1,0115,"er आ भागाच्या SEPA तपशील | अ) अप्रोच रोड,( झोपडपट्टी ) डि. एम.ए 1 ते 182 अ. | अँप्रोच रोड,( झोपडपट्टी ) झो.नं. डी. एम.बी 76 ते डी. एम. बी. 225. | केशवराव खाडे मार्ग, म्यु.घ.नं.107 नायर हॉस्पीटल म्युनिसिपल Hee gates 1 ते 175 | थ टिंन dae प्रायव्हेट लिमिटेड. | "
116-Aryanagar_Upper_Pvt._Marathi_Mu_School_1st_Floor_H.No._11_Body_Guard_Lane_Mumbai-400_034.pdf,1,0116,"क भागाच्या हद्दीचा तपशील भानजीभाई राठोड मार्ग, | ळशीवाडी झोपडपट्टी ) डी .एम.जे 2 ते 71 व डी. एम. आय. | 1 ते 232 . | "
117-Aryanagar_Upper_Pvt._Marathi_Mu_School_1st_Floor_Hr.No.14_Body_Guard_Lane_Mumbai-400_034.pdf,1,0117,"डा भागाच्या हद्दीचा तपशील अ) सानेगुरूजी मार्ग, म्युनिसीपल | [क सी ते म्यु.घ.नं.492 ई झुनझुनवाला बिल्डिंग. | अँप्रोच रोड, ( झोपडपट्टी ) झोपडी नं. डी एम.बी 1ते डी एम.बी | ” मंडळ | अँप्रोच रोड,( तुळशीवाडी झोपडपट्टी ) डि. एम.बी 26 ते 75. | "
118-Aryanagar_Upper_Pvt._Marathi_Mu_School_1st_Floor_H.No.15_Body_Guard_Lane_Mumbai-400_034.pdf,1,0118,"र भागाच्या Serer तपशील भानजीभाई राठोड रोड, म्युनिसीपल | ब हट चाळ- बी ते म्युनिसीपल चाळ नं.5. रे | "
119-R.T.O_Office_P.R.O_Room_Gr.Flrl_Majla_(R.Side)_near_Delhi_(Ay_Block)_Body_Guardlane_Mumbai_-400_034.pdf,1,0119,"र. भागाच्या हदह्दीचा तपशील भानजीभाई राठोड रोड,(तुळशीवाडी | मूळ गांब/शहर . | पडपट्टी ) डी.एम.जी.1 ते 251 आणि डी.एम.एच.1 ते 116. fe गाल, शह | "
120-R.T.O_Co-Op.Canteen_Gr._Floor_(R.Side)_near_Deal_(Ay_Block)_Body_Guard_Lane_Mumbai-400_034.pdf,1,0120,"ह भागाच्या SMT तपशील भानजीभाई राठोड रोड, ( | शीवाडी झोपडपट्टी) नं.1 ते 320. "
121-R.T.O_J.Block_Hall_A_1st_Floor_R.T.O.Body_Guard_Lane_Mumbai-400_034.pdf,1,0121,"—_ भागाच्या हद्दीचा तपशील बॉडी गार्ड लेन , म्यु.घ.नं | ,आर.टी.ओ.कंपाऊंड ते जिजामाता हौं.सो.ब्लॉक जे आणि शास्त्री | र 1ते2. | "
122-R.T.O_J.Block_Hall_B_1st_floor_R.T.O.Body_Guard_Lane_Mumbai-400_034.pdf,1,0122,"टा... भागाच्या Sarat तपशील मळ गांब/शहर | अ) भानजीभाई राठोड म्युनिसीपल चाळ नं.6 ते न्यु म्युनिसीपल | मूळ गाव/शहर . | नं.2 | भानजीभाई राठोड रोड, ( तुळशीवाडी झोपडपट्टी ), डी.एम.आय.30 ते 120. | तुळशीवाडी रोड, म्यु.घ.नं.38, बेंटेक्स बिल्डिंग. | हैस्टिक मार्ग, तुळशीवाडी, झोपडपट्टी डि.एम.आय.1 ते30. | "
123-Yusuf_Meher_Ali_Vidyalaya_1st_Floor_Room_No.2_Tulshiwadi_Road_Mumbai-400_034.pdf,1,0123,"= भागाच्या हहदीचा तपशील तुळशीवाडी रोड ,म्यु.घ.नं.27 आर्य | र 1ते 13 मूळ गांब/शहर . | "
124-Yusuf_Meher_Ali_Vidyalaya_Gr.Flrl_Majla_Room_No._3_Tulshiwadi_Road_Mumbai-400_034.pdf,1,0124,"—, भागाच्या हहदीचा तपशील अ) तुळशीवाडी रोड, म्यु.घ.नं.27 | ी जर्मन चाळ ते म्यु.घ.नं.31-33 सी .डी. नवीन जर्मन चाळ . | ) तुळशीवाडी रोड,तुळशीवाडी म्युनिसीपल पत्राशेड नं.11ते 17 | णि तुळशीबाडी झोपडपट्टी. | "
125-Yusuf_Meher_Ali_Vidyalaya_1st_Floor_Room_No.4Tulshiwadi_RoadMumbai-400_034.pdf,1,0125,"का आ भागाच्या हद्दीचा तपशील अ) तुळशीवाडी रोड, आर्य नगर | निसिपल चाळ नं.14 ते 17 . | अप्रोच रोड, ( एस.के .राठोड मार्ग), म्युनिसिपल dee कवार्टर्स | ते आय. | "
126-Yusuf_Meher_Ali_Vidyalaya_1st_Floor_Room_No._7_Tulshiwadi_Road_Mumbai-400_034.pdf,1,0126,"क भागाच्या हद्दीचा तपशील साने गुरुजी रोड, म्यु.घ.नं.404 एफ़ | चाळ ते म्यु.घ.नं.404 रमेशचंद्र चिमणलाल चाळ नं.2( | ुळधाम). | "
127-RTO._Inspector_Room_F_Block_(East_Side)_Gr.Flrmjala_Body_Guard_Lane_Mumbai-400_034.pdf,1,0127,"द भागाच्या Bete तपशील साने गुरूजी मार्ग ( तुळशीवाडी), | मूळ गांव/शहर | एम.यु झोपडपट्टी 1 ते 565 . पूळ गांव/शहर . | "
128-RTO_Inspector_Room_F_Block_(West_Side)_Gr.Flrmjala_Body_Guard_Lane_Mumbai_400_034.pdf,1,0128,"स. भागाच्या हद्दीचा तपशील अ) अप्रोच रोड, झोपडपट्टी | एम.सी 1 ते 90. | अँप्रोच रोड, (एस.के.राठोड मार्ग) म्यु.घ.नं.22 ते 60 म्युनिसिपल | ट कवार्टर्स *बी ' ते म्युनिसिपल ade चाळ 'ई *. | "
129-RTO.Canteen_E_Block_Gr.Flrmjala_R.T.O.Body_Guard_Lane_Mumbai-400_034.pdf,1,0129,"RTO.Canteen_E_Block_Gr.Flrmjala_R.T.O.Body_Guard_Lane"
130-Sir_Cowasji_Jahangir_High_School_1st_Floor_Hall_Sir_Ratan_Tata_Road_Mumbai-400_034.pdf,1,0130,"ल भागाच्या हद्दीचा तपशील सर रतन टाटा रोड, म्यु.घ.नं. 44 | बिलिंग नं . बिलिंग नं मनी बिलिंग नं.1ते म्यु.घ.नं.11 सर रतन टाटा बिल्डिंग नं.12. ट्‌ | "
131-Bhausaheb_Hire_Vidyalaya_1st_Floor_Room_No.1_(Old_Building)M.P.Mill_Compound_(B.B.Nakashe_Marg)_Mumbai-400_034.pdf,1,1371,"—_— भागाच्या हद्दीचा तपशील अ) पंडित मदन मोहन मालविया | ',( ताडदेव रोड), म्यु.घ.नं.94, बी न्यु म्युनिसिपल बिल्डिंग ते | घ.नं.94 जनता नगर. | पंडित मदन मोहन मालविया रोड,( ताडदेव रोड), जनता नगर. | पडपट्टी, डी.एम.बी .1 ते 20. | "
132-Bhausaheb_Hire_Vidyalaya_Gr._Floor_Room_No._2_(Old_Building)_M.P.Mill_Compound_(Ba.Ba.Nakashe_Marg).pdf,1,0132,"—, भागाच्या हद्दीचा तपशील पंडित मदन मोहन मालविया | . . मूळ गांव/शहर. | ,(ताडदेव रोड)बा.बा.नकाशे मार्ग,म्यु.घ.नं.94 'के' ते म्यु.घ.नं 94 शि. (शह | "
133-Bhausaheb_Hire_Vidyalaya_Gr.Flr_Room_No.No.23_(Old_Building)_M.P.Mill_Compound_(B.B._Nakashe_Marg)_Mumbai-400_034.pdf,1,0133,"न. भागाच्या हद्दीचा तपशील माणेकजी पेटीट मिल्स कंपाउंड, | बिल्डिंग मूळ गांव/शहर. | ्र.1(150 ते 166) झोपडपट्टी , आणि एम. ते व्ही बिल्डिंग . fe T/T | "
134-Bhausaheb_Hire_Vidyalaya_1st_Floor_Ground_No._1_(Old_Building)_M.P._Mill_Compound_(B.B._Nakashe_Marg)_Mumbai-400_034.pdf,1,0134,"क भागाच्या हद्दीचा तपशील माणेकजी पेटीट मिल्स | 135,167 च्या पुढील झोपडपट्टी , व ट्रान्झीस्ट कॅम्प 'एच' ते 'के” | rot, | "
135-Bhausaheb_Hire_Vidyalaya_1st_Floor_2_(Old_Building)_M.P._Mill_Compound_(B.B._Nakashe_Marg)_Mumbai-400_034.pdf,1,0135,"ल भागाच्या हद्दीचा तपशील माणेकजी पेटीट मिल्स कंपाउंड, गट | 3 झोपडी क्र. डी sh 347 ते झो.क्र.590 ब. सूळ TART | "
136-Bhausaheb_Hire_Vidyalaya_1st_Floor_Ground_No._3_(Old_Building)_M.P._Mill_Compound_(B.B._Nakashe_Marg)_Mumbai-400_034.pdf,1,0136,"—_— भागाच्या हद्दीचा तपशील अ) माणेकजी पेटीट मिल्स | THs, ग.क्र.3 झो.क्र.597 ते 720 व श्रद्धा सबुरी बिल्डिंग 4.5. | बाळकृष्ण बी नकाशे मार्ग, म्यु.घ.नं. महेंद्र हाईट्स. | "
137-Bhausaheb_Hire_Vidyalaya_1st_Floor_Room.No.4_(old_Building)M.P.Mill_Compound_(B.B.Nakashe_Marg)Mumbai-400_034.pdf,1,0137,"ल भागाच्या हद्दीचा तपशील माणेकजी पेटीट मिल कंपाऊड, | बिल्डिंग मण शिबिर ए ते एच बिल्डिंग आणि 1 ते 100 झोपड्या म (XW | "
138-Taddeo_Municipal_Upper_Primary_Marathi_School_Gr._Floor_.Room_No._1_Sane_Guruji_Marg_(Arthur_Road)_Mumbai_400034.pdf,1,,"oe भागाच्या हद्दीचा तपशील अ) पंडित मदन मोहन मालवीय | ,म्यु.घ.नं.127 सिराज टेरेस ते म्यु.घ.नं. 143/147 आदम महल | वाडिया पथ म्यु.घ.नं.4 बर्जोर बिल्डिंग ते म्यु.घ.नं.24 अली | ram, | "
139-Taddeo_Municipal_Upper_Primary_Marathi_School_Gr.Flr_Room.No._2_Sane_Guruji_Marg_(Arthur_Road)_Mumbai_400034.pdf,1,0139,"oe भागाच्या हद्दीचा तपशील अ) अवाबाई काशिनाथ रोड, | घ.नं.3 ए,सत्यभामा निवास ते म्यु.घ.नं.6ए कामा बिल्डिंग. | वाडिया स्ट्रीट,म्यु.घ.नं.3ए, श्रीपत भवन ते म्यु.घ.नं.21 हेन्द्े | "
140-Taddeo_Municipal_Upper_Primary_Marathi_School_Gr.Floor_Room.No._3_Sane_Guruji_Marg_(Arthur_Road)_Mumbai_400034.pdf,1,0140,"द भागाच्या sera तपशील साने गुरुजी रोड, म्यु.घ.नं.434 | बिल्डिंग नं . मतबाई बिल्डिंग 4.2 ते म्यु.घ.नं.495 पत्राशेड. ग | "
141-Taddeo_Municipal_Upper_Primary_Marathi_School_Gr.Floor_R.No._4_Sane_Guruji_Marg_(Arthur_Road)_Mumbai_400034.pdf,1,0141,"— भागाच्या हद्दीचा तपशील अ) सानेगुरूजी रोड ,म्यु.घ.नं.494 | वी बिल्डिंग-जी ते म्यु.घ.नं.512 गुलाब महल बिल्डिंग. | रतन टाटा रोड, म्यु.घ.नं.24 रेडिमनी बिल्डिंग ते म्यु.घ.नं.28 | शेजा मॅन्शन. | "
142-Seventh_Day_Adventist_English_High_School_Gr.Flr._Room_No.1_Y.M.C.A_Road_Mumbai_400_008.pdf,1,0142,"क. भागाच्या हद्दीचा तपशील , | अ) Wee. एस.उमरभाई पथ, म्यु.घ.नं. 31 लिबर्टी हाऊस ते | मूळ गाव/शहर . | .नं.37 अमिना अपार्टमेंट. | TATA. ए. रोड, म्यु.घ.नं.3 अल इब्राहिम पॅलेस ते म्यु.घ.नं.23 नेवल टच. | वाय .एम.सी.ए.रोड, म्यु.घ.नं.67 मोहमदअली मंझील ते म्यु.घ.नं.69 अलहर अपार्टमेंट. | साने गुरुजी रोड, | मंडळ | दारसंघाचे वगीकरण : | "
143-Seventh_Day_Adventist_English_High_School_Gr.Floor_R._No.2_Y.M.C.A._Road_Mumbai_400_008.pdf,1,0143,"टच भागाच्या Sera तपशील अ) जहांगीर बोमन रोड, | घ.नं.292 पोटिया अपार्टमेंट ते म्यु.घ.नं. 292 पोटीया इस्टेट | TEST क्लब (इ). | मेघराज शेठी मार्ग, म्यु.घ.नं. 17 बाग ई tena अ ते म्यु.घ.नं.29 | ल व्हवू. | "
144-Seventh_Day_Adventist_English_High_School_Gr.Flr_R._No.3_Y.M.C.A._Road_Mumbai_400_008.pdf,1,0144,"जि. भागाच्या SEPA तपशील , | अ) डॉ.आंनदराव नायर रोड, म्यु घर नं 44 नायर हॉस्पिटल मूळ गाव/शहर . | ग होम. | डॉ. लीला मेलविया पथ yz घ.नं.4 सेंट जोसफ हायस्कुल होम ते म्यु. घ.नं. 59 सुहाग पॅलेस. | महंम्मद सईद मार्ग, म्यु घ नं 42 झेनब मंझिल ते म्यु. घ. नं. 65 बेस्ट कवार्टर्स ब झोपडपट्टी | "
145-Sir_Narayan_Chandavarkar_Primary_School_Hall_A_Reserve_Bank_Staff_Quarters_Maratha_Mandir_Road_Mumbai-400_008.pdf,1,0145,_ किति हत क डन चित अ त | फ aad 'ए' ते ‘we’. | मराठा मंदीर the fetes बँक स्टाफ कवार्टर्स 'एच 3' ते 'एम 2'. | WT | "
146-Sir_Narayan_Chandavarkar_Primary_School_Hall_B_Reserve_Bank_Staff_Quarters_Maratha_Mandir_Road_Mumbai-400_008.pdf,1,0146,"oe भागाच्या हद्दीचा तपशील अ) डॉ.आनंदराव नायर रोड, | घ.नं.6 पोलिस आफीसर्स कवार्टर्स ते म्यु .घ.नं. 30 एफ़ ते डायमंड | री कंपनी. | डॉ.आनंदराव नायर रोड, म्यु.घ.नं.74 अफ़जल चाळ ते atest | छ ohh. | "
147-Sir_Narayan_Chandavarkar_Primary_School_Hall_Bank_Staff_Quarters_Maratha_Mandir_Road_Mumbai-400_008.pdf,1,0147,"=~ भागाच्या हद्दीचा तपशील अ) मराठा मंदीर रोड, | ई.एस.टी.ऑफिसर्स aad ते वेस्टन रेल्वे कवार्टर्स-डी. | मराठा मंदीर रोड,म्यु.घ.नं.2 कॉन्ट्रॅक्टर हाऊस, ते | घ.नं.28.नारायण निवास आणि झोपडपट्टी. | "
148-Sir_Narayan_Chandavarkar_Primary_School_Hall_D_Reserve_Bank_Staff_Quarters_Maratha_Mandir_Road_Mumbai-400_008.pdf,1,0148,"ल भागाच्या हद्दीचा तपशील डॉ. आनंदराव नायर रोड, म्यु. घ. | 50 axed रेल्वे स्टाफ Gare 40 टि ते म्यु. घ. नं.64 | एच.कामा चाळ. | "
